fc,Kp,Ki,rise_time,overshoot_pct,settle_time
2000,294.4161208959,-7012036.68632841,0.0906166621757385,153.815267766502,Inf
3000,283.96550686834,-10622983.0218408,0.0906166621757385,153.815267766502,Inf
4000,272.448894725066,-14312946.8337777,0.0906166621757385,153.815267766502,Inf
5000,261.912720315815,-18055705.2088047,0.0906166621757385,153.815267766502,Inf
6000,250.801119031843,-21867971.2321828,0.0906166621757385,153.815267766502,Inf
7000,239.752205542694,-25737733.0806777,0.0906166621757385,153.815267766502,Inf
8000,229.528473518633,-29644433.5368263,0.0906166621757385,153.815267766502,Inf
