f_Hz,mag,mag_dB,phase_deg
20783.8381857976,0.000901422582017594,-60.901431327724,-26.7236454200486
21434.0223351486,0.00089837372683401,-60.9308591522485,-27.5283048178438
22104.5462997102,0.000895153682742713,-60.9620479453594,-28.3552463401939
22796.0463731898,0.00089175425496284,-60.9950961953857,-29.2049099330018
23509.1787545728,0.000888167029147367,-61.0301070579494,-30.0777279007981
24244.6201708233,0.000884383387865915,-61.0671884748724,-30.9741231113082
25003.0685190632,0.000880394530594011,-61.1064532828513,-31.8945070650637
25785.2435288428,0.000876191497516423,-61.1480193098406,-32.8392778272781
26591.8874451269,0.000871765197451278,-61.1920094569187,-33.8088178201905
27423.7657326495,0.000867106440195007,-61.2385517632323,-34.8034914752695
28281.6678023003,0.000862205973574857,-61.2877794514563,-35.823642746045
29166.4077602371,0.000857054525474499,-61.3398309510478,-36.8695924839472
30078.825180431,0.000851642851068165,-61.3948498964298,-37.9416356813472
31019.785901381,0.000845961785458482,-61.452985097124,-39.0400385880655
31990.1828477506,0.000840002301861814,-61.5143904767501,-40.1650357099022
32990.9368777094,0.000833755575421323,-61.5792249777509,-41.3168267002791
34022.9976567806,0.000827213052651438,-61.6476524286736,-42.4955731588334
35087.3445590272,0.000820366526427204,-61.7198413708647,-43.70139535377
36184.9875964274,0.000813208216327965,-61.7959648415095,-44.9343688879177
37316.9683773276,0.000805730854026836,-61.8762001100894,-46.1945213317345
38484.3610948742,0.000797927773286325,-61.9607283655373,-47.4818288498914
39688.2735463717,0.000789793003977045,-62.0497343516608,-48.7962128515141
40929.8481845243,0.000781321369382835,-62.1434059487725,-50.1375366975607
42210.263201569,0.000772508585893966,-62.2419336999227,-51.5056025021371
43530.7336473188,0.000763351364023979,-62.345510280688,-52.9001480676437
44892.5125821861,0.000753847509518947,-62.4543299121054,-54.3208439964698
46296.8922662726,0.000743996023165636,-62.5685877170888,-55.7672910243301
47745.2053856613,0.000733797197752544,-62.6884790214823,-57.2390176222127
49238.8263170674,0.000723252710501644,-62.8141986018208,-58.7354779151027
50779.172432054,0.000712365709175272,-62.9459398828392,-60.2560499660896
52367.7054420466,0.000701140889979291,-63.0838940888124,-61.800034474004
54005.9327854237,0.000689584565337133,-63.2282493538737,-63.3666539312833
55695.4090580014,0.000677704719606418,-63.3791897975466,-64.9550522862379
57437.7374882659,0.000665511050856384,-63.5368945727989,-66.5642951502153
59234.5714587581,0.000653014996925207,-63.7015368949557,-68.1933705853054
61087.6160750504,0.000640229744134707,-63.8732830607731,-69.8411905021953
62998.6297838069,0.00062717021725735,-64.0522914678211,-71.506592690601
64969.4260414613,0.000613853049605987,-64.2387116450442,-73.1883434964575
67001.8750350959,0.000600296532447164,-64.4326833059097,-74.8851411508621
69097.9054571564,0.000586520543318008,-64.6343354358999,-76.5956197458001
71259.5063356841,0.000572546453246208,-64.8437854262225,-78.3183538411624
73488.7289218039,0.000558397013321219,-65.061138265491,-80.0518636767084
75787.6886362593,0.000544096221529439,-65.2864858007429,-81.7946209517476
78158.5670768409,0.000529669171231654,-65.5199060785207,-83.5450551246723
80603.6140886135,0.00051514188311162,-65.7614627758383,-85.3015601743991
83125.1498989063,0.000500541122843832,-66.0112047297072,-87.062501756569
85725.5673190932,0.000485894207100483,-66.2691655725284,-88.8262246792943
88407.3340152506,0.000471228800827771,-66.535363479091,-90.5910606165987
91172.9948498492,0.000456572708957578,-66.8098010292044,-92.355335972684
94025.1742967013,0.00044195366587247,-67.0924651881628,-94.1173798069478
96966.5789314552,0.000427399126003694,-67.3833274053557,-95.8755317283745
100000,0.000412936058910657,-67.6823438294445,-97.6281496685807
